Value,Timestamp
True,2022-11-02T22:24:45.3847552-07:00
True,2022-11-02T22:24:45.4015616-07:00
True,2022-11-02T22:24:45.4184320-07:00
True,2022-11-02T22:24:45.4351616-07:00
True,2022-11-02T22:24:45.4520448-07:00
True,2022-11-02T22:24:45.4688000-07:00
True,2022-11-02T22:24:45.4856064-07:00
True,2022-11-02T22:24:45.5024896-07:00
True,2022-11-02T22:24:45.5192960-07:00
True,2022-11-02T22:24:45.5361408-07:00
True,2022-11-02T22:24:45.5528960-07:00
True,2022-11-02T22:24:45.5697664-07:00
True,2022-11-02T22:24:45.5864704-07:00
True,2022-11-02T22:24:45.6033920-07:00
True,2022-11-02T22:24:45.6202240-07:00
True,2022-11-02T22:24:45.6370304-07:00
True,2022-11-02T22:24:45.6538368-07:00
True,2022-11-02T22:24:45.6706944-07:00
True,2022-11-02T22:24:45.6874112-07:00
True,2022-11-02T22:24:45.7042560-07:00
True,2022-11-02T22:24:45.7209984-07:00
True,2022-11-02T22:24:45.7377792-07:00
True,2022-11-02T22:24:45.7545088-07:00
True,2022-11-02T22:24:45.7712768-07:00
True,2022-11-02T22:24:45.7880192-07:00
True,2022-11-02T22:24:45.8047744-07:00
True,2022-11-02T22:24:45.8215296-07:00
True,2022-11-02T22:24:45.8383360-07:00
True,2022-11-02T22:24:45.8551296-07:00
True,2022-11-02T22:24:45.8718720-07:00
True,2022-11-02T22:24:45.8886656-07:00
True,2022-11-02T22:24:45.9054592-07:00
True,2022-11-02T22:24:45.9222272-07:00
True,2022-11-02T22:24:45.9391104-07:00
True,2022-11-02T22:24:45.9559168-07:00
True,2022-11-02T22:24:45.9725952-07:00
True,2022-11-02T22:24:45.9893504-07:00
True,2022-11-02T22:24:46.0061824-07:00
True,2022-11-02T22:24:46.0229248-07:00
True,2022-11-02T22:24:46.0398080-07:00
True,2022-11-02T22:24:46.0566400-07:00
True,2022-11-02T22:24:46.0734208-07:00
True,2022-11-02T22:24:46.0902912-07:00
True,2022-11-02T22:24:46.1071104-07:00
True,2022-11-02T22:24:46.1239424-07:00
True,2022-11-02T22:24:46.1407744-07:00
True,2022-11-02T22:24:46.1575040-07:00
True,2022-11-02T22:24:46.1743488-07:00
True,2022-11-02T22:24:46.1911808-07:00
True,2022-11-02T22:24:46.2078848-07:00
True,2022-11-02T22:24:46.5941248-07:00
True,2022-11-02T22:24:46.5950080-07:00
True,2022-11-02T22:24:46.6117760-07:00
True,2022-11-02T22:24:46.6285568-07:00
True,2022-11-02T22:24:46.6454016-07:00
True,2022-11-02T22:24:46.6622080-07:00
True,2022-11-02T22:24:46.6790016-07:00
True,2022-11-02T22:24:46.6957824-07:00
True,2022-11-02T22:24:46.7125248-07:00
True,2022-11-02T22:24:46.7293056-07:00
True,2022-11-02T22:24:46.7461632-07:00
True,2022-11-02T22:24:46.7629952-07:00
True,2022-11-02T22:24:46.7797504-07:00
True,2022-11-02T22:24:46.7966336-07:00
True,2022-11-02T22:24:46.8134272-07:00
True,2022-11-02T22:24:46.8302464-07:00
True,2022-11-02T22:24:46.8470784-07:00
True,2022-11-02T22:24:46.8638336-07:00
True,2022-11-02T22:24:46.8805504-07:00
True,2022-11-02T22:24:46.8973312-07:00
True,2022-11-02T22:24:46.9141248-07:00
True,2022-11-02T22:24:46.9309568-07:00
True,2022-11-02T22:24:46.9476480-07:00
True,2022-11-02T22:24:46.9644416-07:00
True,2022-11-02T22:24:46.9811456-07:00
True,2022-11-02T22:24:46.9979136-07:00
True,2022-11-02T22:24:47.0147712-07:00
True,2022-11-02T22:24:47.0315264-07:00
True,2022-11-02T22:24:47.0483072-07:00
True,2022-11-02T22:24:47.0651392-07:00
True,2022-11-02T22:24:47.0819712-07:00
True,2022-11-02T22:24:47.0988288-07:00
True,2022-11-02T22:24:47.1155200-07:00
True,2022-11-02T22:24:47.1323008-07:00
True,2022-11-02T22:24:47.1491584-07:00
True,2022-11-02T22:24:47.1658880-07:00
True,2022-11-02T22:24:47.1826560-07:00
True,2022-11-02T22:24:47.1995520-07:00
True,2022-11-02T22:24:47.2163584-07:00
True,2022-11-02T22:24:47.2331648-07:00
True,2022-11-02T22:24:47.2498944-07:00
True,2022-11-02T22:24:47.2666112-07:00
True,2022-11-02T22:24:47.2833664-07:00
True,2022-11-02T22:24:47.3000960-07:00
True,2022-11-02T22:24:47.3168256-07:00
True,2022-11-02T22:24:47.3336320-07:00
True,2022-11-02T22:24:47.3504256-07:00
True,2022-11-02T22:24:47.3671552-07:00
True,2022-11-02T22:24:47.3839872-07:00
True,2022-11-02T22:24:47.4007552-07:00
True,2022-11-02T22:24:47.4174976-07:00
True,2022-11-02T22:24:47.4343424-07:00
True,2022-11-02T22:24:47.4511616-07:00
True,2022-11-02T22:24:47.4679296-07:00
True,2022-11-02T22:24:47.4846336-07:00
True,2022-11-02T22:24:47.5013760-07:00
True,2022-11-02T22:24:47.5181824-07:00
True,2022-11-02T22:24:47.5348480-07:00
True,2022-11-02T22:24:47.5516544-07:00
True,2022-11-02T22:24:47.5683584-07:00
True,2022-11-02T22:24:47.5851136-07:00
True,2022-11-02T22:24:47.6018688-07:00
True,2022-11-02T22:24:47.6186624-07:00
True,2022-11-02T22:24:47.6353664-07:00
True,2022-11-02T22:24:47.6520832-07:00
True,2022-11-02T22:24:47.6688384-07:00
True,2022-11-02T22:24:47.6855424-07:00
True,2022-11-02T22:24:47.7022976-07:00
True,2022-11-02T22:24:47.7190528-07:00
True,2022-11-02T22:24:47.7359232-07:00
True,2022-11-02T22:24:47.7526528-07:00
True,2022-11-02T22:24:47.7695488-07:00
True,2022-11-02T22:24:47.7862272-07:00
True,2022-11-02T22:24:47.8031744-07:00
True,2022-11-02T22:24:47.8198272-07:00
True,2022-11-02T22:24:47.8367104-07:00
True,2022-11-02T22:24:47.8535552-07:00
True,2022-11-02T22:24:47.8703232-07:00
True,2022-11-02T22:24:47.8870528-07:00
True,2022-11-02T22:24:47.9038464-07:00
True,2022-11-02T22:24:47.9206912-07:00
True,2022-11-02T22:24:47.9375232-07:00
True,2022-11-02T22:24:47.9542784-07:00
True,2022-11-02T22:24:47.9711232-07:00
True,2022-11-02T22:24:47.9879424-07:00
True,2022-11-02T22:24:48.0047488-07:00
True,2022-11-02T22:24:48.0215296-07:00
True,2022-11-02T22:24:48.0382976-07:00
True,2022-11-02T22:24:48.0551424-07:00
True,2022-11-02T22:24:48.0720128-07:00
True,2022-11-02T22:24:48.0887040-07:00
True,2022-11-02T22:24:48.1055232-07:00
True,2022-11-02T22:24:48.1222528-07:00
True,2022-11-02T22:24:48.1390208-07:00
True,2022-11-02T22:24:48.1557504-07:00
True,2022-11-02T22:24:48.1725056-07:00
True,2022-11-02T22:24:48.1891968-07:00
True,2022-11-02T22:24:48.2061184-07:00
True,2022-11-02T22:24:48.2228096-07:00
True,2022-11-02T22:24:48.4692864-07:00
True,2022-11-02T22:24:48.4702720-07:00
True,2022-11-02T22:24:48.4871168-07:00
True,2022-11-02T22:24:48.5039232-07:00
True,2022-11-02T22:24:48.5208192-07:00
True,2022-11-02T22:24:48.5375360-07:00
True,2022-11-02T22:24:48.5543296-07:00
True,2022-11-02T22:24:48.5712640-07:00
True,2022-11-02T22:24:48.5879168-07:00
True,2022-11-02T22:24:48.6048384-07:00
True,2022-11-02T22:24:48.6215936-07:00
True,2022-11-02T22:24:48.6383360-07:00
True,2022-11-02T22:24:48.6551808-07:00
True,2022-11-02T22:24:48.6720768-07:00
True,2022-11-02T22:24:48.6888576-07:00
True,2022-11-02T22:24:48.7056384-07:00
True,2022-11-02T22:24:48.7223552-07:00
True,2022-11-02T22:24:48.7391360-07:00
True,2022-11-02T22:24:48.7558400-07:00
True,2022-11-02T22:24:48.7725568-07:00
True,2022-11-02T22:24:48.7893632-07:00
True,2022-11-02T22:24:48.8060416-07:00
True,2022-11-02T22:24:48.8228480-07:00
True,2022-11-02T22:24:48.8396288-07:00
True,2022-11-02T22:24:48.8563840-07:00
True,2022-11-02T22:24:48.8732288-07:00
True,2022-11-02T22:24:48.8899840-07:00
True,2022-11-02T22:24:48.9066880-07:00
True,2022-11-02T22:24:48.9235072-07:00
True,2022-11-02T22:24:48.9403392-07:00
True,2022-11-02T22:24:48.9571584-07:00
True,2022-11-02T22:24:48.9740160-07:00
True,2022-11-02T22:24:48.9908096-07:00
True,2022-11-02T22:24:49.0076416-07:00
True,2022-11-02T22:24:49.0243072-07:00
True,2022-11-02T22:24:49.0412416-07:00
True,2022-11-02T22:24:49.0579840-07:00
True,2022-11-02T22:24:49.0748032-07:00
True,2022-11-02T22:24:49.0915968-07:00
True,2022-11-02T22:24:49.1084672-07:00
True,2022-11-02T22:24:49.1252736-07:00
True,2022-11-02T22:24:49.1420928-07:00
True,2022-11-02T22:24:49.1588992-07:00
True,2022-11-02T22:24:49.1756672-07:00
True,2022-11-02T22:24:49.1925120-07:00
True,2022-11-02T22:24:49.2093696-07:00
True,2022-11-02T22:24:49.2751104-07:00
True,2022-11-02T22:24:49.2763776-07:00
True,2022-11-02T22:24:49.2931584-07:00
True,2022-11-02T22:24:49.3099392-07:00
True,2022-11-02T22:24:49.3266688-07:00
True,2022-11-02T22:24:49.3434368-07:00
True,2022-11-02T22:24:49.3601536-07:00
True,2022-11-02T22:24:49.3768832-07:00
True,2022-11-02T22:24:49.3936896-07:00
True,2022-11-02T22:24:49.4105088-07:00
True,2022-11-02T22:24:49.4272256-07:00
True,2022-11-02T22:24:49.4440192-07:00
True,2022-11-02T22:24:49.4607488-07:00
True,2022-11-02T22:24:49.4775296-07:00
True,2022-11-02T22:24:49.4942848-07:00
True,2022-11-02T22:24:49.5110400-07:00
True,2022-11-02T22:24:49.5278592-07:00
True,2022-11-02T22:24:49.5447296-07:00
True,2022-11-02T22:24:49.5615488-07:00
True,2022-11-02T22:24:49.5783552-07:00
True,2022-11-02T22:24:49.5952128-07:00
True,2022-11-02T22:24:49.6119808-07:00
True,2022-11-02T22:24:49.6287872-07:00
True,2022-11-02T22:24:49.6456576-07:00
True,2022-11-02T22:24:49.6623616-07:00
True,2022-11-02T22:24:49.6792320-07:00
True,2022-11-02T22:24:49.6961408-07:00
True,2022-11-02T22:24:49.7129216-07:00
True,2022-11-02T22:24:49.7297408-07:00
True,2022-11-02T22:24:49.7465856-07:00
True,2022-11-02T22:24:49.7634048-07:00
True,2022-11-02T22:24:49.7802496-07:00
True,2022-11-02T22:24:49.7970944-07:00
True,2022-11-02T22:24:49.8138368-07:00
True,2022-11-02T22:24:49.8306816-07:00
True,2022-11-02T22:24:49.8474240-07:00
True,2022-11-02T22:24:49.8643456-07:00
True,2022-11-02T22:24:49.8810880-07:00
True,2022-11-02T22:24:49.8978304-07:00
True,2022-11-02T22:24:49.9146240-07:00
True,2022-11-02T22:24:49.9313664-07:00
True,2022-11-02T22:24:49.9481216-07:00
True,2022-11-02T22:24:49.9648640-07:00
True,2022-11-02T22:24:49.9816576-07:00
True,2022-11-02T22:24:49.9983872-07:00
True,2022-11-02T22:24:50.0151808-07:00
True,2022-11-02T22:24:50.0319616-07:00
True,2022-11-02T22:24:50.0488320-07:00
True,2022-11-02T22:24:50.0656256-07:00
True,2022-11-02T22:24:50.0823936-07:00
True,2022-11-02T22:24:50.0992000-07:00
True,2022-11-02T22:24:50.1159808-07:00
True,2022-11-02T22:24:50.1328000-07:00
True,2022-11-02T22:24:50.1495680-07:00
True,2022-11-02T22:24:50.1664384-07:00
True,2022-11-02T22:24:50.1832064-07:00
True,2022-11-02T22:24:50.2000256-07:00
True,2022-11-02T22:24:50.2168960-07:00
True,2022-11-02T22:24:50.2337152-07:00
True,2022-11-02T22:24:50.2504576-07:00
True,2022-11-02T22:24:50.2671360-07:00
True,2022-11-02T22:24:50.2839040-07:00
True,2022-11-02T22:24:50.3006720-07:00
True,2022-11-02T22:24:50.3175168-07:00
True,2022-11-02T22:24:50.3344000-07:00
True,2022-11-02T22:24:50.3512576-07:00
True,2022-11-02T22:24:50.3678848-07:00
True,2022-11-02T22:24:50.3847168-07:00
True,2022-11-02T22:24:50.4014720-07:00
True,2022-11-02T22:24:50.4183552-07:00
True,2022-11-02T22:24:50.4351616-07:00
True,2022-11-02T22:24:50.4519808-07:00
True,2022-11-02T22:24:50.4688128-07:00
True,2022-11-02T22:24:50.4855424-07:00
True,2022-11-02T22:24:50.5022720-07:00
True,2022-11-02T22:24:50.5190784-07:00
True,2022-11-02T22:24:50.5357824-07:00
True,2022-11-02T22:24:50.5525376-07:00
True,2022-11-02T22:24:50.5693440-07:00
True,2022-11-02T22:24:50.5859712-07:00
True,2022-11-02T22:24:50.6029056-07:00
True,2022-11-02T22:24:50.6195200-07:00
True,2022-11-02T22:24:50.6362752-07:00
True,2022-11-02T22:24:50.6529920-07:00
True,2022-11-02T22:24:50.6698752-07:00
True,2022-11-02T22:24:50.6865408-07:00
True,2022-11-02T22:24:50.7034624-07:00
True,2022-11-02T22:24:50.7201536-07:00
True,2022-11-02T22:24:50.7370624-07:00
True,2022-11-02T22:24:50.7537536-07:00
True,2022-11-02T22:24:50.7705088-07:00
True,2022-11-02T22:24:50.7874176-07:00
True,2022-11-02T22:24:50.8040960-07:00
True,2022-11-02T22:24:50.8209792-07:00
True,2022-11-02T22:24:50.8376448-07:00
True,2022-11-02T22:24:50.8545536-07:00
True,2022-11-02T22:24:50.8713216-07:00
True,2022-11-02T22:24:50.8881408-07:00
True,2022-11-02T22:24:50.9049984-07:00
True,2022-11-02T22:24:50.9217536-07:00
True,2022-11-02T22:24:50.9385472-07:00
True,2022-11-02T22:24:50.9553280-07:00
True,2022-11-02T22:24:50.9720448-07:00
True,2022-11-02T22:24:50.9889536-07:00
True,2022-11-02T22:24:51.0057984-07:00
True,2022-11-02T22:24:51.0225664-07:00
True,2022-11-02T22:24:51.0394880-07:00
True,2022-11-02T22:24:51.0562432-07:00
True,2022-11-02T22:24:51.0731648-07:00
True,2022-11-02T22:24:51.0898304-07:00
True,2022-11-02T22:24:51.1065984-07:00
True,2022-11-02T22:24:51.1233152-07:00
True,2022-11-02T22:24:51.1400960-07:00
True,2022-11-02T22:24:51.1568000-07:00
True,2022-11-02T22:24:51.1736704-07:00
True,2022-11-02T22:24:51.1905152-07:00
True,2022-11-02T22:24:51.2073984-07:00
True,2022-11-02T22:24:51.2241792-07:00
True,2022-11-02T22:24:51.2413696-07:00
True,2022-11-02T22:24:51.2578688-07:00
True,2022-11-02T22:24:51.2746752-07:00
True,2022-11-02T22:24:51.2914688-07:00
True,2022-11-02T22:24:51.3081984-07:00
True,2022-11-02T22:24:51.3251200-07:00
True,2022-11-02T22:24:51.3418752-07:00
True,2022-11-02T22:24:51.3586688-07:00
True,2022-11-02T22:24:51.3755264-07:00
True,2022-11-02T22:24:51.3923072-07:00
True,2022-11-02T22:24:51.4090496-07:00
True,2022-11-02T22:24:51.4259712-07:00
True,2022-11-02T22:24:51.4427264-07:00
True,2022-11-02T22:24:51.4596096-07:00
True,2022-11-02T22:24:51.4764544-07:00
True,2022-11-02T22:24:51.4932224-07:00
True,2022-11-02T22:24:51.5100160-07:00
True,2022-11-02T22:24:51.5268096-07:00
True,2022-11-02T22:24:51.5437056-07:00
True,2022-11-02T22:24:51.5604224-07:00
True,2022-11-02T22:24:51.5774080-07:00
True,2022-11-02T22:24:51.5941120-07:00
True,2022-11-02T22:24:51.6110208-07:00
True,2022-11-02T22:24:51.6276608-07:00
True,2022-11-02T22:24:51.6445952-07:00
True,2022-11-02T22:24:51.6613248-07:00
True,2022-11-02T22:24:51.6780928-07:00
True,2022-11-02T22:24:51.6948736-07:00
True,2022-11-02T22:24:51.7116160-07:00
True,2022-11-02T22:24:51.7283840-07:00
True,2022-11-02T22:24:51.7450880-07:00
True,2022-11-02T22:24:51.7618688-07:00
True,2022-11-02T22:24:51.7786880-07:00
True,2022-11-02T22:24:51.7954560-07:00
True,2022-11-02T22:24:51.8122112-07:00
True,2022-11-02T22:24:51.8290944-07:00
True,2022-11-02T22:24:51.8457600-07:00
True,2022-11-02T22:24:51.8626432-07:00
True,2022-11-02T22:24:51.8794752-07:00
True,2022-11-02T22:24:51.8963584-07:00
True,2022-11-02T22:24:51.9131520-07:00
True,2022-11-02T22:24:51.9299328-07:00
True,2022-11-02T22:24:51.9469184-07:00
True,2022-11-02T22:24:51.9635456-07:00
True,2022-11-02T22:24:51.9804928-07:00
True,2022-11-02T22:24:51.9972224-07:00
True,2022-11-02T22:24:52.0140288-07:00
True,2022-11-02T22:24:52.0307968-07:00
True,2022-11-02T22:24:52.0476416-07:00
True,2022-11-02T22:24:52.0644608-07:00
True,2022-11-02T22:24:52.0813312-07:00
True,2022-11-02T22:24:52.0981376-07:00
True,2022-11-02T22:24:52.1149056-07:00
True,2022-11-02T22:24:52.1318272-07:00
True,2022-11-02T22:24:52.1484288-07:00
True,2022-11-02T22:24:52.1652864-07:00
True,2022-11-02T22:24:52.1820032-07:00
True,2022-11-02T22:24:52.1987968-07:00
True,2022-11-02T22:24:52.2156032-07:00
True,2022-11-02T22:24:52.2370304-07:00
True,2022-11-02T22:24:52.2492288-07:00
True,2022-11-02T22:24:52.2660224-07:00
True,2022-11-02T22:24:52.2827776-07:00
True,2022-11-02T22:24:52.2995200-07:00
True,2022-11-02T22:24:52.3163008-07:00
True,2022-11-02T22:24:52.3330432-07:00
True,2022-11-02T22:24:52.3498240-07:00
True,2022-11-02T22:24:52.3665408-07:00
True,2022-11-02T22:24:52.3833856-07:00
True,2022-11-02T22:24:52.4002304-07:00
True,2022-11-02T22:24:52.4169856-07:00
True,2022-11-02T22:24:52.4338048-07:00
True,2022-11-02T22:24:52.4507136-07:00
True,2022-11-02T22:24:52.4673664-07:00
True,2022-11-02T22:24:52.4841088-07:00
True,2022-11-02T22:24:52.5008384-07:00
True,2022-11-02T22:24:52.5176960-07:00
True,2022-11-02T22:24:52.5344640-07:00
True,2022-11-02T22:24:52.5513600-07:00
True,2022-11-02T22:24:52.5681664-07:00
True,2022-11-02T22:24:52.5849728-07:00
True,2022-11-02T22:24:52.6017536-07:00
True,2022-11-02T22:24:52.6184576-07:00
True,2022-11-02T22:24:52.6353536-07:00
True,2022-11-02T22:24:52.6521600-07:00
True,2022-11-02T22:24:52.6689024-07:00
True,2022-11-02T22:24:52.6857600-07:00
True,2022-11-02T22:24:52.7026048-07:00
True,2022-11-02T22:24:52.7193856-07:00
True,2022-11-02T22:24:52.7361792-07:00
True,2022-11-02T22:24:52.7530368-07:00
True,2022-11-02T22:24:52.7698048-07:00
True,2022-11-02T22:24:52.7866496-07:00
True,2022-11-02T22:24:52.8035456-07:00
True,2022-11-02T22:24:52.8203648-07:00
True,2022-11-02T22:24:52.8371712-07:00
True,2022-11-02T22:24:52.8540416-07:00
True,2022-11-02T22:24:52.8707584-07:00
True,2022-11-02T22:24:52.8875136-07:00
True,2022-11-02T22:24:52.9042688-07:00
True,2022-11-02T22:24:52.9210240-07:00
True,2022-11-02T22:24:52.9377664-07:00
True,2022-11-02T22:24:52.9545472-07:00
True,2022-11-02T22:24:52.9713152-07:00
True,2022-11-02T22:24:52.9880064-07:00
True,2022-11-02T22:24:53.0048512-07:00
True,2022-11-02T22:24:53.0216960-07:00
True,2022-11-02T22:24:53.0385536-07:00
True,2022-11-02T22:24:53.0552704-07:00
True,2022-11-02T22:24:53.0721408-07:00
True,2022-11-02T22:24:53.0888064-07:00
True,2022-11-02T22:24:53.1056896-07:00
True,2022-11-02T22:24:53.1224192-07:00
True,2022-11-02T22:24:53.1393408-07:00
True,2022-11-02T22:24:53.1561344-07:00
True,2022-11-02T22:24:53.1729408-07:00
True,2022-11-02T22:24:53.1897472-07:00
True,2022-11-02T22:24:53.2066176-07:00
True,2022-11-02T22:24:53.2234752-07:00
True,2022-11-02T22:24:53.2402944-07:00
True,2022-11-02T22:24:53.2571264-07:00
True,2022-11-02T22:24:53.2739328-07:00
True,2022-11-02T22:24:53.2908288-07:00
True,2022-11-02T22:24:53.3075072-07:00
True,2022-11-02T22:24:53.3243520-07:00
True,2022-11-02T22:24:53.3411968-07:00
True,2022-11-02T22:24:53.3580672-07:00
True,2022-11-02T22:24:53.3748480-07:00
True,2022-11-02T22:24:53.3916032-07:00
True,2022-11-02T22:24:53.4083200-07:00
True,2022-11-02T22:24:53.4252672-07:00
True,2022-11-02T22:24:53.4419712-07:00
True,2022-11-02T22:24:53.4587776-07:00
True,2022-11-02T22:24:53.4754816-07:00
True,2022-11-02T22:24:53.4921984-07:00
True,2022-11-02T22:24:53.5089920-07:00
True,2022-11-02T22:24:53.5257344-07:00
True,2022-11-02T22:24:53.5425536-07:00
True,2022-11-02T22:24:53.5593344-07:00
True,2022-11-02T22:24:53.5761920-07:00
True,2022-11-02T22:24:53.5929344-07:00
True,2022-11-02T22:24:53.6097920-07:00
True,2022-11-02T22:24:53.6265600-07:00
True,2022-11-02T22:24:53.6434816-07:00
True,2022-11-02T22:24:53.6602624-07:00
True,2022-11-02T22:24:53.6770816-07:00
True,2022-11-02T22:24:53.6939136-07:00
True,2022-11-02T22:24:53.7107456-07:00
True,2022-11-02T22:24:53.7276416-07:00
True,2022-11-02T22:24:53.7444096-07:00
True,2022-11-02T22:24:53.7612032-07:00
True,2022-11-02T22:24:53.7779712-07:00
True,2022-11-02T22:24:53.7948416-07:00
True,2022-11-02T22:24:53.8115968-07:00
True,2022-11-02T22:24:53.8284416-07:00
True,2022-11-02T22:24:53.8452864-07:00
True,2022-11-02T22:24:53.8621696-07:00
True,2022-11-02T22:24:53.8788992-07:00
True,2022-11-02T22:24:53.8958208-07:00
True,2022-11-02T22:24:53.9127168-07:00
True,2022-11-02T22:24:53.9293312-07:00
True,2022-11-02T22:24:53.9462400-07:00
True,2022-11-02T22:24:53.9630080-07:00
True,2022-11-02T22:24:53.9799424-07:00
True,2022-11-02T22:24:53.9967360-07:00
True,2022-11-02T22:24:54.0135680-07:00
True,2022-11-02T22:24:54.0303104-07:00
True,2022-11-02T22:24:54.0471552-07:00
True,2022-11-02T22:24:54.0639488-07:00
True,2022-11-02T22:24:54.0807424-07:00
True,2022-11-02T22:24:54.0975104-07:00
True,2022-11-02T22:24:54.1143936-07:00
True,2022-11-02T22:24:54.1310976-07:00
True,2022-11-02T22:24:54.1478656-07:00
True,2022-11-02T22:24:54.1647744-07:00
True,2022-11-02T22:24:54.1814784-07:00
True,2022-11-02T22:24:54.1983232-07:00
True,2022-11-02T22:24:54.2151680-07:00
True,2022-11-02T22:24:54.2323072-07:00
True,2022-11-02T22:24:54.2487296-07:00
True,2022-11-02T22:24:54.2656000-07:00
True,2022-11-02T22:24:54.2823424-07:00
True,2022-11-02T22:24:54.2991872-07:00
True,2022-11-02T22:24:54.3159552-07:00
True,2022-11-02T22:24:54.3328768-07:00
True,2022-11-02T22:24:54.3496960-07:00
True,2022-11-02T22:24:54.3664768-07:00
True,2022-11-02T22:24:54.3833856-07:00
True,2022-11-02T22:24:54.4001792-07:00
True,2022-11-02T22:24:54.4170112-07:00
True,2022-11-02T22:24:54.4337792-07:00
True,2022-11-02T22:24:54.4506880-07:00
True,2022-11-02T22:24:54.4674816-07:00
True,2022-11-02T22:24:54.4843392-07:00
True,2022-11-02T22:24:54.5010304-07:00
True,2022-11-02T22:24:54.5177600-07:00
True,2022-11-02T22:24:54.5344384-07:00
True,2022-11-02T22:24:54.5512192-07:00
True,2022-11-02T22:24:54.5678976-07:00
True,2022-11-02T22:24:54.5847168-07:00
True,2022-11-02T22:24:54.6016384-07:00
True,2022-11-02T22:24:54.6183168-07:00
True,2022-11-02T22:24:54.6352000-07:00
True,2022-11-02T22:24:54.6519552-07:00
True,2022-11-02T22:24:54.6689280-07:00
True,2022-11-02T22:24:54.6856704-07:00
True,2022-11-02T22:24:54.7024896-07:00
True,2022-11-02T22:24:54.7192320-07:00
True,2022-11-02T22:24:54.7360128-07:00
True,2022-11-02T22:24:54.7527680-07:00
True,2022-11-02T22:24:54.7697024-07:00
True,2022-11-02T22:24:54.7863296-07:00
True,2022-11-02T22:24:54.8032384-07:00
True,2022-11-02T22:24:54.8200704-07:00
True,2022-11-02T22:24:54.8367360-07:00
True,2022-11-02T22:24:54.8536832-07:00
True,2022-11-02T22:24:54.8704256-07:00
True,2022-11-02T22:24:54.8873216-07:00
True,2022-11-02T22:24:54.9040640-07:00
True,2022-11-02T22:24:54.9209600-07:00
True,2022-11-02T22:24:54.9376768-07:00
True,2022-11-02T22:24:54.9544576-07:00
True,2022-11-02T22:24:54.9712256-07:00
True,2022-11-02T22:24:54.9880576-07:00
True,2022-11-02T22:24:55.0048384-07:00
